FID,KUNSTWERKID,KUNSTWERKNAAM,KUNSTENAAR,EIGENDOM_VAN,LENGTEGRAAD,BREEDTEGRAAD,RD_X,RD_Y,LOKATIEBEELD,WEBSITEVERWIJZING,FOTO,CONTACT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
CUL_KUNSTWERKEN.6,152,Buste W.F.W. van de Wagt 1884-1957,Pieter d'Hont,particulier,"5,85921135","51,8465220",187524.59169984714,428765.98651321954,Parkdwarsstraat 34,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=152,152.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187524.591699847 428765.98651322)
CUL_KUNSTWERKEN.7,155,Christus Monogram,Jan Vaes,particulier,"5,86331998","51,8449661",187808.8353015649,428594.7347982804,Molenstraat 37 (Petrus Canisiuskerk),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=155,155.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187808.835301565 428594.73479828)
CUL_KUNSTWERKEN.8,160,Gevel Mariakapel,Jan Vaes,particulier,"5,86336479","51,8450450",187811.8655544953,428603.53294792783,Molenstraat 37 (Petrus Canisiuskerk),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=160,160.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187811.865554495 428603.532947928)
CUL_KUNSTWERKEN.9,162,'Vervult u met de vruchten die ik draag',Marius van Beek,particulier,"5,86440684","51,8404495",187887.02951235886,428092.7384878958,Wilhelminasingel 15,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=162,162.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187887.029512359 428092.738487896)
CUL_KUNSTWERKEN.10,163,Moeder Gods,Jan van Eijk,particulier,"5,85939601","51,8470423",187536.9396586167,428823.9544957302,Kroonstraat 148,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=163,163.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187536.939658617 428823.95449573)
CUL_KUNSTWERKEN.11,164,Zending der apostelen,Gerard Mathot,particulier,"5,88462307","51,8122832",189301.68655941292,424968.49418443843,Sionsweg 2,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=164,164.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189301.686559413 424968.494184438)
CUL_KUNSTWERKEN.12,189,Sedes Sapientiae,Bart Welten,particulier,"5,88485506","51,8372465",189298.66391911547,427745.850405396,Berg en Dalseweg 207,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=189,189.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (189298.663919115 427745.850405396)
CUL_KUNSTWERKEN.13,192,Geveldecoratie,Gé Tummers,particulier,"5,85357858","51,8293795",187148.7019509312,426856.3144388689,Reestraat 49-53,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=192,192.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187148.701950931 426856.314438869)
CUL_KUNSTWERKEN.14,200,Moeder en kind,Ed van Teeseling,particulier,"5,864965","51,840917",187925.15324174153,428145.0023694072,Sint Annastraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=200,200.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187925.153241742 428145.002369407)
CUL_KUNSTWERKEN.15,226,Vrouw met kind,Hans Bayens,gemeente Nijmegen,5.829154,51.805146,185481.4552037688,424149.724860844,Cort van der Lindenstraat/ De Kempenaerstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=226,226.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185481.455203769 424149.724860844)
CUL_KUNSTWERKEN.16,151,Man met vogel,Gerard Bruning,particulier,5.867726,51.825806,188126.54441550496,426465.107063147,Kapittelweg 35,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=151,151.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188126.544415505 426465.107063147)
CUL_KUNSTWERKEN.17,245,Sculptuur,Gerard Bruning,gemeente Nijmegen,"5,83679246","51,8068078",186007.13192994022,424337.8385134215,Malderburchtstraat/Ruys de Beerenbrouckstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=245,245.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186007.13192994 424337.838513421)
CUL_KUNSTWERKEN.18,247,Uil,Gerard Bruning,gemeente Nijmegen,"5,79806907","51,8062387",183336.85533589442,424258.7058197107,Aldenhof 67-21,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=247,247.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (183336.855335894 424258.705819711)
CUL_KUNSTWERKEN.19,336,Sculptuur,Gerard Bruning,gemeente Nijmegen,"5,84088216","51,8559253",186255.06642859167,429804.0914219243,In opslag wegens wijziging omgeving,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=336,336.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186255.066428592 429804.091421924)
CUL_KUNSTWERKEN.20,343,Zonder titel (beeld in twee delen),Gerard Bruning,gemeente Nijmegen,"5,80090515","51,8120561",183528.7696210179,424907.0224264276,Meijhorst 70-43,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=343,343.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (183528.769621018 424907.022426428)
CUL_KUNSTWERKEN.21,357,Muursculpturen,Gerard Bruning,gemeente Nijmegen,5.861463,51.850073,187677.1648899563,429162.05883462745,Waalkade (ter hoogte van de Korte Brouwerstraat),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=357,357.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187677.164889956 429162.058834627)
CUL_KUNSTWERKEN.22,256,Het Ros Beiaard,Jan van Druten,gemeente Nijmegen,"5,82701378","51,8046811",185334.15835229147,424097.10727334453,Zijpendaalstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=256,256.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (185334.158352291 424097.107273345)
CUL_KUNSTWERKEN.23,299,Afsluitpaal,Giuseppe Roverso,gemeente Nijmegen,"5,86417863","51,8476808",187866.02061388426,428897.1431482868,Vijfringengas,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=299,299.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187866.020613884 428897.143148287)
CUL_KUNSTWERKEN.24,413,Pelikaan,Ben van Pinxteren,gemeente Nijmegen,"5,87779327","51,8292372",188817.98108907067,426851.478349386,Bart Hendriksstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=413,413.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188817.981089071 426851.478349386)
CUL_KUNSTWERKEN.25,571,Kunstpaaltjes-route,Raoul Teulings,gemeente Nijmegen,"5,865236","51,854155",187934.13826328222,429617.9002066133,Pastoor van Laakstraat (Lent-Nijmegen),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=571,571.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187934.138263282 429617.900206613)
CUL_KUNSTWERKEN.26,508,Observatietoren,Ronald Tolman,gemeente Nijmegen,"5,792257","51,821837",182926.33633176173,425991.82258035714,"Van Schuylenburgweg hoek Van Rosenburgweg (voorheen Voorstadslaan,terrein van De Gelderlander)",https://www.nijmegen.nl/kos/kunstwerk.aspx?id=508,508.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (182926.336331762 425991.822580357)
CUL_KUNSTWERKEN.27,368,Sculptuur,Jo Gijsen,gemeente Nijmegen,"5,87615565","51,8446674",188693.54355310817,428567.3792052336,Barbarossastraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=368,368.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188693.543553108 428567.379205234)
CUL_KUNSTWERKEN.28,547,Afsluitpaal,Ben van Pinxteren,gemeente Nijmegen,"5,86352625","51,8479206",187820.89397662185,428923.5267832038,Achter de Hoofdwacht,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=547,547.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187820.893976622 428923.526783204)
CUL_KUNSTWERKEN.29,509,Pierson-monument,Ronald Tolman,gemeente Nijmegen,"5,86203334","51,8453301",187719.9103744112,428634.6507347349,Piersonstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=509,509.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187719.910374411 428634.650734735)
CUL_KUNSTWERKEN.30,399,Sculptuur in drie delen,Jo Gijsen,gemeente Nijmegen,"5,87081119","51,8355532",188332.0127452398,427550.92737712705,Groesbeekseweg/Van Heutszstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=399,399.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188332.01274524 427550.927377127)
CUL_KUNSTWERKEN.31,540,De blauwe diender,Ronald Tolman,particulier,"5,85448182","51,8444321",187200.19407899483,428531.37018660456,Stieltjesstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=540,540.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187200.194078995 428531.370186605)
CUL_KUNSTWERKEN.32,422,Cohesie,Oscar Goedhart,gemeente Nijmegen,"5,844276","51,813195",186518.77930595772,425051.6564806835,Einsteinstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=422,422.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186518.779305958 425051.656480683)
CUL_KUNSTWERKEN.33,176,Vier Kerkvaders,Giuseppe Roverso,gemeente Nijmegen,5.862954,51.847620,187781.68275683688,428889.82552064594,Sint Stevenskerkhof 2,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=176,176.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187781.682756837 428889.825520646)
CUL_KUNSTWERKEN.34,185,Apostelcyclus,Giuseppe Roverso,gemeente Nijmegen,"5,86287403","51,8476884",187776.12265616996,428897.3991804091,Sint Stevenskerkhof 2,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=185,185.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187776.12265617 428897.399180409)
CUL_KUNSTWERKEN.204,233,Vierdaagsemonument,Vera Tummers-van Hasselt,gemeente Nijmegen,"5,86686391","51,8406233",188056.2314869796,428113.1896754672,Prins Bernhardstraat/Waldeck Pyrmontstraat (Julianapark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=233,233.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188056.23148698 428113.189675467)
CUL_KUNSTWERKEN.205,244,Moenen,Piet Killaars,gemeente Nijmegen,5.862694,51.847649,187763.746523157,428892.9345656239,Stikke Hezelstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=244,244.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187763.746523157 428892.934565624)
CUL_KUNSTWERKEN.206,350,Moeder en kind,Pépé Gregoire,gemeente Nijmegen,5.859717,51.848489,187558.0107247984,428985.0490111099,Papengas,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=350,350.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187558.010724798 428985.04901111)
CUL_KUNSTWERKEN.207,397,Billennium monument,Raf Verjans,gemeente Nijmegen,"5,87116412","51,8473800",188347.57302802242,428866.8619825131,Voerweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=397,397.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188347.573028022 428866.861982513)
CUL_KUNSTWERKEN.208,530,Ponyrijden,Pieter d'Hont,gemeente Nijmegen,"5,86706866","51,8441659",188067.73866908503,428507.4096041103,Van Broeckhuysenstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=530,530.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188067.738669085 428507.40960411)
CUL_KUNSTWERKEN.209,108,Zonnewijzer met zonnewagen,Charles Hammes,particulier,"5,84410544","51,8325252",186493.49600975387,427202.1345517363,Groenestraat 310/336,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=108,108.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186493.496009754 427202.134551736)
CUL_KUNSTWERKEN.210,562,Het raadsel van Nijmegen,Oscar Goedhart,gemeente Nijmegen,"5,86221056","51,8481995",187730.0350128353,428953.96174189437,Achter de Smidstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=562,562.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187730.035012835 428953.961741894)
CUL_KUNSTWERKEN.211,8,Poortje met het Wapen van Nijmegen,Simon Bosboom,gemeente Nijmegen,"5,86054831","51,8485649",187615.23544303796,428993.8661191833,Begijnenstraat 29,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=8,8.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187615.235443038 428993.866119183)
CUL_KUNSTWERKEN.212,11,Academiepoort,Onbekend,gemeente Nijmegen,"5,86555514","51,8468371",187961.48595939812,428803.9022208472,Burchtstraat 20,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=11,11.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187961.485959398 428803.902220847)
CUL_KUNSTWERKEN.213,12,Gedeputeerdenpoort,Onbekend,gemeente Nijmegen,"5,86563814","51,8471012",187967.0116218226,428833.3219641024,Burchtstraat 20,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=12,12.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187967.011621823 428833.321964102)
CUL_KUNSTWERKEN.214,13,Gevelsteen 'De Blaauwe Hand',Onbekend,particulier,"5,86346233","51,8479467",187816.47060816878,428926.40162225725,Achter de Hoofdwacht 3,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=13,13.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187816.470608169 428926.401622257)
CUL_KUNSTWERKEN.215,14,Poort van de Hof van Batenburg,Onbekend,particulier,"5,86727237","51,8478156",188079.09317076497,428913.544516499,Sint Anthoniusplaats 1,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=14,14.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188079.093170765 428913.544516499)
CUL_KUNSTWERKEN.216,15,Zeemeermin,Onbekend,particulier,"5,86167190","51,8495582",187691.93227507648,429104.87947485683,Oude Haven 104,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=15,15.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187691.932275076 429104.879474857)
CUL_KUNSTWERKEN.217,16,Poort Protestants Kinderen Weeshuis,Onbekend,gemeente Nijmegen,"5,86062360","51,8484990",187620.47091557464,428986.568312524,Begijnenstraat 29,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=16,16.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187620.470915575 428986.568312524)
CUL_KUNSTWERKEN.218,18,Poort Roomsch Katholiek Kinderen Weeshuis,Pieter van der Kemp,gemeente Nijmegen,"5,86041019","51,8487436",187605.58908429337,429013.68513946113,Begijnenstraat 29,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=18,18.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187605.589084293 429013.685139461)
CUL_KUNSTWERKEN.219,19,Gevelsteen met Waterstand 1861,Onbekend,particulier,"5,86718873","51,8491364",188072.35921009138,429060.4501844658,Waalkade 65,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=19,19.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188072.359210091 429060.450184466)
CUL_KUNSTWERKEN.220,20,Dominicus,Wilhelm Mengelberg,particulier,"5,87131094","51,8270344",188372.77132251335,426603.4115759365,Heyendaalseweg 121 (Albertinum),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=20,20.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188372.771322513 426603.411575936)
CUL_KUNSTWERKEN.86,513,Sculptuur,Ari Berkulin,gemeente Nijmegen,5.86868,51.84933,188174.96787746385,429082.66892247257,Waalkade (ter hoogte van het verlaagde plateau bij Holland Casino),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=513,513.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188174.967877464 429082.668922473)
CUL_KUNSTWERKEN.87,227,Icarus,Gerard Bruning,gemeente Nijmegen,5.846312,51.820471,186654.06190922795,425862.0215052489,Hatertseweg/Slotemaker de Bruïneweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=227,227.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186654.061909228 425862.021505249)
CUL_KUNSTWERKEN.88,569,Erasmus,Huub Kortekaas,particulier,"5,865575","51,820095",187982.44214456674,425828.7606175192,Erasmuslaan (bij de universiteitsbibliotheek van de Radboud Universiteit),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=569,569.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187982.442144567 425828.760617519)
CUL_KUNSTWERKEN.89,437,Hommage aan Bernini,Gerard Bruning,gemeente Nijmegen,"5,87431887","51,8209069",188584.695133304,425923.0934174413,d'Almarasweg (Botanische Tuin),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=437,437.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188584.695133304 425923.093417441)
CUL_KUNSTWERKEN.90,519,Zonder Titel,Erik Buijs,gemeente Nijmegen,"5,84272565","51,8370217",186395.25426763488,427701.7892336839,Floraweg (Florapark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=519,519.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (186395.254267635 427701.789233684)
CUL_KUNSTWERKEN.91,451,Sculptuur,Jan Samsom,gemeente Nijmegen,"5,87647916","51,8375610",188721.16047576268,427776.9180463491,Daalseweg (rotonde bij het Badhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=451,451.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188721.160475763 427776.918046349)
CUL_KUNSTWERKEN.92,518,Sculptuur en Mozaïekrand,Abderrahim Chawky,gemeente Nijmegen,"5,85625445","51,8384304",187326.6553856112,427864.4467437812,De Ruyterstraat (Thiemepark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=518,518.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187326.655385611 427864.446743781)
CUL_KUNSTWERKEN.93,411,Objecten,Boudewijn Corstiaensen,gemeente Nijmegen,5.8602802,51.830438,187609.8930412503,426977.06365996203,Groenewoudseweg 322,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=411,411.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187609.89304125 426977.063659962)
CUL_KUNSTWERKEN.94,531,Zonder titel,Tony Cragg,gemeente Nijmegen,5.853778,51.842589,187153.01123382748,428326.00677344005,Stationsplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=531,531.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (187153.011233827 428326.00677344)
CUL_KUNSTWERKEN.95,166,Geveldecoratie,Piet Schoenmakers,particulier,"5,87635642","51,8452301",188706.956873968,428630.0746802392,Batavierenweg 2 t/m 68,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=166,166.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2025-01-31,2025-03-12,POINT (188706.956873968 428630.074680239)
